wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
5024.65,0,57,114,38,12364,1.17828,3.2488,0.0006816069955346985,,,,,4096.0,,8155.7,26632.9,34806.7,716.8,1724.9,11343.1,24893.3
5082.25,0,58,115,39,12520,1.6953,5.4483,0.0006703839380034945,0.42277,0.02787,0.41451,0.07834,4096.0,False,20236.8,37090.7,57563.3,702.8,1740.6,12135.4,24893.3
5121.45,0,58,116,39,12676,1.19227,3.2945,0.0006703839380034945,,,,,4096.0,,13680.0,25474.1,39188.5,716.7,1730.8,11759.3,24893.3
5166.53,0,59,117,39,12832,1.10972,3.0335,0.0006590628942551908,0.51391,0.03431,0.50498,0.08903,4096.0,False,16207.3,28601.7,45036.8,702.8,1742.6,11585.0,24893.3
5217.93,0,59,118,40,12992,1.35576,3.8797,0.0006590628942551908,,,,,4096.0,,21578.9,29786.9,51395.8,717.1,1734.0,12014.5,24893.3
5262.94,0,60,119,40,13152,1.64189,5.1649,0.0006476503749166903,0.52895,0.04968,0.51628,0.10377,4096.0,False,14045.1,30649.8,44971.5,702.8,1748.3,11989.6,24893.3
5311.42,0,60,120,41,13316,1.35716,3.8851,0.0006476503749166903,,,,,4096.0,,13439.7,35006.0,48463.6,716.7,1737.7,11908.5,24893.3
5356.07,0,61,121,41,13480,1.14796,3.1517,0.0006361529432216559,0.48252,0.04702,0.47354,0.07985,4096.0,False,17685.5,26658.9,44610.9,702.8,1751.1,11891.4,24893.3
5408.0,0,61,122,41,13644,1.24724,3.4807,0.0006361529432216559,,,,,4096.0,,15891.9,35994.8,51915.3,717.0,1737.2,11774.4,24893.3
5461.9,0,62,123,41,13808,0.85702,2.3561,0.0006245772112360568,0.51377,0.0399,0.50249,0.09932,4096.0,False,18325.7,35300.3,53852.1,702.8,1751.4,12146.9,24893.3
5516.41,0,62,124,42,13976,1.05919,2.884,0.0006245772112360568,,,,,4096.0,,13189.2,41284.7,54506.5,717.0,1740.4,12235.9,24893.3
5555.3,0,63,125,42,14144,1.33101,3.7849,0.0006129298360556303,0.43012,0.03631,0.42093,0.08064,4096.0,False,11483.3,27123.8,38846.2,702.8,1752.4,11870.1,24893.3
5596.81,0,63,126,43,14316,0.99702,2.7102,0.0006129298360556303,,,,,4096.0,,12171.5,29315.8,41496.1,716.8,1744.1,11237.5,24893.3
5660.78,0,64,127,43,14488,1.75507,5.7839,0.0006012175159774487,0.54129,0.05058,0.53022,0.09641,4096.0,False,28052.4,35684.6,63931.2,702.8,1757.7,11784.8,24893.3
5710.34,0,64,128,44,14664,1.40953,4.094,0.0006012175159774487,,,,,4096.0,,12031.7,37481.4,49543.1,716.9,1746.8,9942.4,24893.3
5760.9,0,65,129,44,14840,1.36212,3.9045,0.0005894469866477905,0.54471,0.04142,0.5339,0.09974,4096.0,False,17130.9,33177.1,50537.6,702.8,1758.6,11416.2,24893.3
5812.7,0,65,130,44,15016,1.27832,3.5906,0.0005894469866477905,,,,,4096.0,,13479.5,38279.1,51790.5,716.6,1747.3,11770.0,24893.3
5950.11,0,66,131,46,15200,1.74081,5.702,0.0005776250171885328,0.50363,0.04326,0.4969,0.06977,4096.0,False,13364.6,123753.9,137357.7,702.8,1767.0,10185.9,24893.3
6006.98,0,66,132,46,15384,1.22877,3.417,0.0005776250171885328,,,,,4096.0,,23797.8,33029.5,56862.1,716.7,1753.2,11784.8,24893.3
6148.33,0,67,133,47,15572,1.51015,4.5274,0.0005657584063042929,0.43196,0.03892,0.42196,0.08385,4096.0,False,12461.2,128613.7,141315.9,702.8,1770.3,11795.8,24893.3
6190.77,0,67,134,48,15764,1.49384,4.4542,0.0005657584063042929,,,,,4096.0,,13161.5,29232.2,42427.1,716.7,1759.6,12049.1,24893.3
6231.58,0,68,135,48,15956,1.21526,3.3712,0.0005538539783725556,0.45953,0.04565,0.45359,0.05781,4096.0,False,10386.2,30144.5,40773.7,702.8,1771.0,12238.5,24893.3
6282.74,0,68,136,49,16152,1.74414,5.721,0.0005538539783725556,,,,,4096.0,,12312.1,38796.3,51143.0,716.8,1761.2,9225.9,24893.3
6361.6,0,69,137,50,16352,1.56927,4.8031,0.0005419185795190382,0.49136,0.05335,0.48189,0.07982,4096.0,False,34212.0,44379.3,78823.8,702.8,1774.1,11546.5,24893.3
6405.37,0,69,138,51,16556,1.8298,6.2326,0.0005419185795190382,,,,,4096.0,,15638.1,28083.2,43759.0,716.9,1769.8,12346.5,24893.3
6447.07,0,70,139,51,16760,1.17224,3.2292,0.000529959073680547,0.43384,0.05102,0.42274,0.08309,4096.0,False,11565.9,29899.0,41678.4,702.8,1777.3,12033.5,24893.3
6488.42,0,70,140,52,16968,1.19106,3.2906,0.000529959073680547,,,,,4096.0,,9610.1,31701.5,41335.4,716.9,1772.5,11887.7,24893.3
6537.89,0,71,141,53,17180,1.71581,5.5612,0.0005179823386575907,0.42248,0.05412,0.41299,0.07066,4096.0,False,10640.8,38583.6,49443.2,702.8,1789.8,11809.4,24893.3
6584.09,0,71,142,54,17396,1.32331,3.7558,0.0005179823386575907,,,,,4096.0,,11016.3,35139.3,46186.6,716.9,1774.5,11584.3,24893.3
6631.48,0,72,143,55,17616,1.56686,4.7916,0.0005059952621590216,0.39634,0.03486,0.38428,0.09058,4096.0,False,11436.1,35713.3,47362.8,702.8,1796.2,12070.1,24893.3
6670.88,0,72,144,55,17836,1.23647,3.4434,0.0005059952621590216,,,,,4096.0,,8985.3,30374.4,39390.6,716.7,1776.2,11753.3,24893.3
6716.62,0,73,145,56,18060,1.22859,3.4164,0.0004940047378409786,0.41487,0.0327,0.40872,0.06325,4096.0,False,11441.0,34047.4,45704.6,702.8,1792.7,12085.9,24893.3
6757.81,0,73,146,56,18284,1.08533,2.9604,0.0004940047378409786,,,,,4096.0,,10200.3,30956.6,41188.7,716.9,1780.7,11815.3,24893.3
6803.84,0,74,147,57,18512,1.32,3.7434,0.0004820176613424095,0.3484,0.03645,0.34232,0.05359,4096.0,False,10622.4,35175.9,46002.4,702.8,1796.5,12215.8,24893.3
6842.56,0,74,148,57,18740,1.55638,4.7416,0.0004820176613424095,,,,,4096.0,,13271.5,25406.3,38705.1,716.8,1788.5,11873.1,24893.3
6884.89,0,75,149,59,18976,1.36477,3.9148,0.00047004092631945313,0.3868,0.03069,0.3805,0.06236,4096.0,False,11006.2,31095.3,42302.5,702.8,1802.2,11607.7,24893.3
6929.51,0,75,150,59,19212,1.63939,5.152,0.00047004092631945313,,,,,4096.0,,9880.8,34702.9,44613.7,716.7,1795.4,11594.9,24893.3
6973.22,0,76,151,60,19452,1.6003,4.9545,0.0004580814204809618,0.37209,0.0306,0.36669,0.05527,4096.0,False,11100.5,32355.6,43674.0,702.8,1805.6,11514.8,24893.3
7017.8,0,76,152,60,19692,1.70646,5.5094,0.0004580814204809618,,,,,4096.0,,12510.7,32020.8,44566.9,716.5,1791.8,10975.7,24893.3
